block,layer,position,prompt,rank_intermediate,rank_answer
ic,15,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,144605,55251
ic,15,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,136278,5376
ic,16,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,47089,424
ic,16,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,138210,38470
ic,16,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,129133,50103
ic,16,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,148778,121258
ic,16,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,148222,33202
ic,16,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,133492,6520
ic,17,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,31611,241
ic,17,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,139622,52042
ic,17,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,122758,33436
ic,17,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,144057,112213
ic,17,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,150544,64808
ic,17,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,134843,7474
ic,18,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,60541,452
ic,18,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,137591,93321
ic,18,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,127580,61858
ic,18,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,143485,111884
ic,18,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,148240,67956
ic,18,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,114107,23401
ic,19,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,9494,473
ic,19,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,135067,48254
ic,19,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,103326,33864
ic,19,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,144080,88505
ic,19,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,150590,1768
ic,19,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,137886,8101
ic,20,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,8348,146
ic,20,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,141921,34696
ic,20,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,104882,19316
ic,20,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,125522,81719
ic,20,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,150428,3935
ic,20,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,120814,1837
ic,21,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,5375,165
ic,21,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,148856,37288
ic,21,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,109128,25790
ic,21,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,58953,117480
ic,21,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,149925,5328
ic,21,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,98126,4479
ic,22,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,3683,31
ic,22,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,147952,25451
ic,22,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,59031,24942
ic,22,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,17524,101798
ic,22,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,141943,4656
ic,22,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,81194,2038
ic,23,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,613,109
ic,23,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,137473,23042
ic,23,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,34838,21731
ic,23,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,5285,98494
ic,23,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,129380,5017
ic,23,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,59844,1907
ic,24,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,53,193
ic,24,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,111052,8310
ic,24,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,13104,16334
ic,24,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,569,86291
ic,24,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,110487,4267
ic,24,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,42504,1204
ic,25,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,1,111
ic,25,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,48045,19305
ic,25,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,3418,9716
ic,25,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,94,50144
ic,25,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,88310,3803
ic,25,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,7062,1175
ic,26,99,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,1,18
ic,26,100,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,11384,13479
ic,26,101,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,1242,4476
ic,26,102,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,244,29717
ic,26,103,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,31719,750
ic,26,104,The rival of Minkrosav is Savrudka. The ally of Yeldun is Na,3986,569
ic,0,102,The capital of Yeldun is Loduntha. The continent of Thakro i,45591,87230
ic,0,103,The capital of Yeldun is Loduntha. The continent of Thakro i,14641,8427
ic,0,104,The capital of Yeldun is Loduntha. The continent of Thakro i,87039,127079
ic,0,105,The capital of Yeldun is Loduntha. The continent of Thakro i,91521,72191
ic,0,106,The capital of Yeldun is Loduntha. The continent of Thakro i,66476,85912
ic,0,107,The capital of Yeldun is Loduntha. The continent of Thakro i,36182,96591
ic,1,102,The capital of Yeldun is Loduntha. The continent of Thakro i,10957,15179
ic,1,103,The capital of Yeldun is Loduntha. The continent of Thakro i,4057,1628
ic,1,104,The capital of Yeldun is Loduntha. The continent of Thakro i,51762,83291
ic,1,105,The capital of Yeldun is Loduntha. The continent of Thakro i,85854,67636
ic,1,106,The capital of Yeldun is Loduntha. The continent of Thakro i,98057,90153
ic,1,107,The capital of Yeldun is Loduntha. The continent of Thakro i,23216,61026
ic,2,102,The capital of Yeldun is Loduntha. The continent of Thakro i,29178,39064
ic,2,103,The capital of Yeldun is Loduntha. The continent of Thakro i,8358,5500
ic,2,104,The capital of Yeldun is Loduntha. The continent of Thakro i,59200,109522
ic,2,105,The capital of Yeldun is Loduntha. The continent of Thakro i,99665,90557
ic,2,106,The capital of Yeldun is Loduntha. The continent of Thakro i,110437,119464
ic,2,107,The capital of Yeldun is Loduntha. The continent of Thakro i,28234,83216
ic,3,102,The capital of Yeldun is Loduntha. The continent of Thakro i,6016,6251
ic,3,103,The capital of Yeldun is Loduntha. The continent of Thakro i,7112,5146
ic,3,104,The capital of Yeldun is Loduntha. The continent of Thakro i,59184,87191
ic,3,105,The capital of Yeldun is Loduntha. The continent of Thakro i,46436,35271
ic,3,106,The capital of Yeldun is Loduntha. The continent of Thakro i,89550,84695
ic,3,107,The capital of Yeldun is Loduntha. The continent of Thakro i,20865,66377
ic,4,102,The capital of Yeldun is Loduntha. The continent of Thakro i,9771,9464
ic,4,103,The capital of Yeldun is Loduntha. The continent of Thakro i,7490,6221
ic,4,104,The capital of Yeldun is Loduntha. The continent of Thakro i,101152,132445
ic,4,105,The capital of Yeldun is Loduntha. The continent of Thakro i,105347,91642
ic,4,106,The capital of Yeldun is Loduntha. The continent of Thakro i,114504,106936
ic,4,107,The capital of Yeldun is Loduntha. The continent of Thakro i,13377,47448
ic,5,102,The capital of Yeldun is Loduntha. The continent of Thakro i,1543,627
ic,5,103,The capital of Yeldun is Loduntha. The continent of Thakro i,2422,1530
ic,5,104,The capital of Yeldun is Loduntha. The continent of Thakro i,51620,86580
ic,5,105,The capital of Yeldun is Loduntha. The continent of Thakro i,82501,69323
ic,5,106,The capital of Yeldun is Loduntha. The continent of Thakro i,64232,43942
ic,5,107,The capital of Yeldun is Loduntha. The continent of Thakro i,7190,27608
ic,6,102,The capital of Yeldun is Loduntha. The continent of Thakro i,2499,1074
ic,6,103,The capital of Yeldun is Loduntha. The continent of Thakro i,4722,3560
ic,6,104,The capital of Yeldun is Loduntha. The continent of Thakro i,55210,85589
ic,6,105,The capital of Yeldun is Loduntha. The continent of Thakro i,94604,72877
ic,6,106,The capital of Yeldun is Loduntha. The continent of Thakro i,76323,59247
ic,6,107,The capital of Yeldun is Loduntha. The continent of Thakro i,3705,13405
ic,7,102,The capital of Yeldun is Loduntha. The continent of Thakro i,720,443
ic,7,103,The capital of Yeldun is Loduntha. The continent of Thakro i,5960,6565
ic,7,104,The capital of Yeldun is Loduntha. The continent of Thakro i,51428,88608
ic,7,105,The capital of Yeldun is Loduntha. The continent of Thakro i,77053,55830
ic,7,106,The capital of Yeldun is Loduntha. The continent of Thakro i,44591,40626
ic,7,107,The capital of Yeldun is Loduntha. The continent of Thakro i,2663,15012
ic,8,102,The capital of Yeldun is Loduntha. The continent of Thakro i,19542,16008
ic,8,103,The capital of Yeldun is Loduntha. The continent of Thakro i,19725,14295
ic,8,104,The capital of Yeldun is Loduntha. The continent of Thakro i,93791,125167
ic,8,105,The capital of Yeldun is Loduntha. The continent of Thakro i,122950,111770
ic,8,106,The capital of Yeldun is Loduntha. The continent of Thakro i,73288,67352
ic,8,107,The capital of Yeldun is Loduntha. The continent of Thakro i,4194,43101
ic,9,102,The capital of Yeldun is Loduntha. The continent of Thakro i,2082,1317
ic,9,103,The capital of Yeldun is Loduntha. The continent of Thakro i,20949,9683
ic,9,104,The capital of Yeldun is Loduntha. The continent of Thakro i,77542,104954
ic,9,105,The capital of Yeldun is Loduntha. The continent of Thakro i,118333,104058
ic,9,106,The capital of Yeldun is Loduntha. The continent of Thakro i,50446,27523
ic,9,107,The capital of Yeldun is Loduntha. The continent of Thakro i,5460,23220
ic,10,102,The capital of Yeldun is Loduntha. The continent of Thakro i,1917,2675
ic,10,103,The capital of Yeldun is Loduntha. The continent of Thakro i,35542,26082
ic,10,104,The capital of Yeldun is Loduntha. The continent of Thakro i,107578,130077
ic,10,105,The capital of Yeldun is Loduntha. The continent of Thakro i,132731,127816
ic,10,106,The capital of Yeldun is Loduntha. The continent of Thakro i,56124,33183
ic,10,107,The capital of Yeldun is Loduntha. The continent of Thakro i,16743,61857
ic,11,102,The capital of Yeldun is Loduntha. The continent of Thakro i,741,1964
ic,11,103,The capital of Yeldun is Loduntha. The continent of Thakro i,13718,11147
ic,11,104,The capital of Yeldun is Loduntha. The continent of Thakro i,91777,118565
ic,11,105,The capital of Yeldun is Loduntha. The continent of Thakro i,119609,107859
ic,11,106,The capital of Yeldun is Loduntha. The continent of Thakro i,21994,17630
ic,11,107,The capital of Yeldun is Loduntha. The continent of Thakro i,7724,32597
ic,12,102,The capital of Yeldun is Loduntha. The continent of Thakro i,440,811
ic,12,103,The capital of Yeldun is Loduntha. The continent of Thakro i,2330,2970
ic,12,104,The capital of Yeldun is Loduntha. The continent of Thakro i,44126,78103
ic,12,105,The capital of Yeldun is Loduntha. The continent of Thakro i,95412,63060
ic,12,106,The capital of Yeldun is Loduntha. The continent of Thakro i,6964,3369
ic,12,107,The capital of Yeldun is Loduntha. The continent of Thakro i,3730,12331
ic,13,102,The capital of Yeldun is Loduntha. The continent of Thakro i,1837,3021
ic,13,103,The capital of Yeldun is Loduntha. The continent of Thakro i,15608,7608
ic,13,104,The capital of Yeldun is Loduntha. The continent of Thakro i,86609,101175
ic,13,105,The capital of Yeldun is Loduntha. The continent of Thakro i,111245,78181
ic,13,106,The capital of Yeldun is Loduntha. The continent of Thakro i,42814,23373
ic,13,107,The capital of Yeldun is Loduntha. The continent of Thakro i,5975,20077
ic,14,102,The capital of Yeldun is Loduntha. The continent of Thakro i,1920,2482
ic,14,103,The capital of Yeldun is Loduntha. The continent of Thakro i,16329,6962
ic,14,104,The capital of Yeldun is Loduntha. The continent of Thakro i,74861,75221
ic,14,105,The capital of Yeldun is Loduntha. The continent of Thakro i,126830,62234
ic,14,106,The capital of Yeldun is Loduntha. The continent of Thakro i,69225,22912
ic,14,107,The capital of Yeldun is Loduntha. The continent of Thakro i,5289,16747
ic,15,102,The capital of Yeldun is Loduntha. The continent of Thakro i,2694,1638
ic,15,103,The capital of Yeldun is Loduntha. The continent of Thakro i,27886,11200
ic,15,104,The capital of Yeldun is Loduntha. The continent of Thakro i,99644,76158
ic,15,105,The capital of Yeldun is Loduntha. The continent of Thakro i,135330,90671
ic,15,106,The capital of Yeldun is Loduntha. The continent of Thakro i,113203,42747
ic,15,107,The capital of Yeldun is Loduntha. The continent of Thakro i,15014,21901
ic,16,102,The capital of Yeldun is Loduntha. The continent of Thakro i,4581,2366
ic,16,103,The capital of Yeldun is Loduntha. The continent of Thakro i,30953,6697
ic,16,104,The capital of Yeldun is Loduntha. The continent of Thakro i,92764,68168
ic,16,105,The capital of Yeldun is Loduntha. The continent of Thakro i,145083,104699
ic,16,106,The capital of Yeldun is Loduntha. The continent of Thakro i,117222,47239
ic,16,107,The capital of Yeldun is Loduntha. The continent of Thakro i,41365,68409
ic,17,102,The capital of Yeldun is Loduntha. The continent of Thakro i,6604,3102
ic,17,103,The capital of Yeldun is Loduntha. The continent of Thakro i,49752,18897
ic,17,104,The capital of Yeldun is Loduntha. The continent of Thakro i,94810,71466
ic,17,105,The capital of Yeldun is Loduntha. The continent of Thakro i,146164,125781
ic,17,106,The capital of Yeldun is Loduntha. The continent of Thakro i,143511,121151
ic,17,107,The capital of Yeldun is Loduntha. The continent of Thakro i,84118,120154
ic,18,102,The capital of Yeldun is Loduntha. The continent of Thakro i,51785,43795
ic,18,103,The capital of Yeldun is Loduntha. The continent of Thakro i,128687,110544
ic,18,104,The capital of Yeldun is Loduntha. The continent of Thakro i,136107,126502
ic,18,105,The capital of Yeldun is Loduntha. The continent of Thakro i,148444,137289
ic,18,106,The capital of Yeldun is Loduntha. The continent of Thakro i,147428,132440
ic,18,107,The capital of Yeldun is Loduntha. The continent of Thakro i,93008,127178
ic,19,102,The capital of Yeldun is Loduntha. The continent of Thakro i,3486,23784
ic,19,103,The capital of Yeldun is Loduntha. The continent of Thakro i,98997,92875
ic,19,104,The capital of Yeldun is Loduntha. The continent of Thakro i,141147,132307
ic,19,105,The capital of Yeldun is Loduntha. The continent of Thakro i,146726,131590
ic,19,106,The capital of Yeldun is Loduntha. The continent of Thakro i,126263,95561
ic,19,107,The capital of Yeldun is Loduntha. The continent of Thakro i,127741,128945
ic,20,102,The capital of Yeldun is Loduntha. The continent of Thakro i,2173,13489
ic,20,103,The capital of Yeldun is Loduntha. The continent of Thakro i,99111,91735
ic,20,104,The capital of Yeldun is Loduntha. The continent of Thakro i,143702,121021
ic,20,105,The capital of Yeldun is Loduntha. The continent of Thakro i,147488,134350
ic,20,106,The capital of Yeldun is Loduntha. The continent of Thakro i,136333,116615
ic,20,107,The capital of Yeldun is Loduntha. The continent of Thakro i,118668,86293
ic,21,102,The capital of Yeldun is Loduntha. The continent of Thakro i,40,1153
ic,21,103,The capital of Yeldun is Loduntha. The continent of Thakro i,78357,79436
ic,21,104,The capital of Yeldun is Loduntha. The continent of Thakro i,120796,94659
ic,21,105,The capital of Yeldun is Loduntha. The continent of Thakro i,149828,133054
ic,21,106,The capital of Yeldun is Loduntha. The continent of Thakro i,114462,83079
ic,21,107,The capital of Yeldun is Loduntha. The continent of Thakro i,117922,66961
ic,22,102,The capital of Yeldun is Loduntha. The continent of Thakro i,34,492
ic,22,103,The capital of Yeldun is Loduntha. The continent of Thakro i,65179,107589
ic,22,104,The capital of Yeldun is Loduntha. The continent of Thakro i,102799,80982
ic,22,105,The capital of Yeldun is Loduntha. The continent of Thakro i,138279,123056
ic,22,106,The capital of Yeldun is Loduntha. The continent of Thakro i,93168,125002
ic,22,107,The capital of Yeldun is Loduntha. The continent of Thakro i,98910,73921
ic,23,102,The capital of Yeldun is Loduntha. The continent of Thakro i,50,417
ic,23,103,The capital of Yeldun is Loduntha. The continent of Thakro i,74696,105735
ic,23,104,The capital of Yeldun is Loduntha. The continent of Thakro i,112144,90923
ic,23,105,The capital of Yeldun is Loduntha. The continent of Thakro i,129022,115297
ic,23,106,The capital of Yeldun is Loduntha. The continent of Thakro i,65049,115049
ic,23,107,The capital of Yeldun is Loduntha. The continent of Thakro i,77506,47510
ic,24,102,The capital of Yeldun is Loduntha. The continent of Thakro i,1,51
ic,24,103,The capital of Yeldun is Loduntha. The continent of Thakro i,17855,27979
ic,24,104,The capital of Yeldun is Loduntha. The continent of Thakro i,41877,28746
ic,24,105,The capital of Yeldun is Loduntha. The continent of Thakro i,101229,56715
ic,24,106,The capital of Yeldun is Loduntha. The continent of Thakro i,6167,57232
ic,24,107,The capital of Yeldun is Loduntha. The continent of Thakro i,5731,8305
ic,25,102,The capital of Yeldun is Loduntha. The continent of Thakro i,2,21
ic,25,103,The capital of Yeldun is Loduntha. The continent of Thakro i,9606,19076
ic,25,104,The capital of Yeldun is Loduntha. The continent of Thakro i,13864,12967
ic,25,105,The capital of Yeldun is Loduntha. The continent of Thakro i,42136,14933
ic,25,106,The capital of Yeldun is Loduntha. The continent of Thakro i,591,7857
ic,25,107,The capital of Yeldun is Loduntha. The continent of Thakro i,638,590
ic,26,102,The capital of Yeldun is Loduntha. The continent of Thakro i,2,10
ic,26,103,The capital of Yeldun is Loduntha. The continent of Thakro i,1765,2860
ic,26,104,The capital of Yeldun is Loduntha. The continent of Thakro i,2044,2637
ic,26,105,The capital of Yeldun is Loduntha. The continent of Thakro i,3304,1274
ic,26,106,The capital of Yeldun is Loduntha. The continent of Thakro i,136,710
ic,26,107,The capital of Yeldun is Loduntha. The continent of Thakro i,131,157
ic,0,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,110729,5692
ic,0,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,10343,37987
ic,0,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,4455,7521
ic,0,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,40235,111950
ic,0,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,72686,126522
ic,0,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,141724,73726
ic,1,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,98661,2372
ic,1,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,10201,17506
ic,1,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,2062,2810
ic,1,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,57410,88307
ic,1,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,97170,123746
ic,1,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,132900,80195
ic,2,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,96841,5461
ic,2,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,7822,40966
ic,2,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,2744,8707
ic,2,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,33052,100083
ic,2,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,40704,139017
ic,2,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,122448,94986
ic,3,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,63365,2908
ic,3,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,999,8166
ic,3,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,2308,5900
ic,3,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,8848,65793
ic,3,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,6485,107883
ic,3,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,110020,60783
ic,4,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,47680,2850
ic,4,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,756,7928
ic,4,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,2814,7991
ic,4,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,20985,94132
ic,4,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,14745,130593
ic,4,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,97175,53579
ic,5,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,30635,4624
ic,5,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,386,11142
ic,5,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,847,12033
ic,5,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,13993,97458
ic,5,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,8390,128284
ic,5,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,86402,47985
ic,6,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,24855,6037
ic,6,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,178,13356
ic,6,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,2191,31101
ic,6,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,14641,121943
ic,6,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,16557,141287
ic,6,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,47136,41417
ic,7,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,15352,4759
ic,7,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,98,10350
ic,7,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,1843,24152
ic,7,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,14873,114325
ic,7,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,7906,125038
ic,7,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,59060,46166
ic,8,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,44844,12252
ic,8,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,6710,48565
ic,8,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,15481,81750
ic,8,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,64420,136017
ic,8,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,31641,139868
ic,8,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,111200,67214
ic,9,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,14461,4391
ic,9,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,415,10136
ic,9,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,8695,43195
ic,9,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,39906,126898
ic,9,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,10974,128549
ic,9,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,80902,44486
ic,10,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,15211,3628
ic,10,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,405,3214
ic,10,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,20557,34618
ic,10,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,78205,119700
ic,10,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,21062,123262
ic,10,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,116869,72553
ic,11,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,16951,3898
ic,11,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,534,5046
ic,11,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,12296,20847
ic,11,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,55723,109356
ic,11,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,10442,110917
ic,11,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,96656,72446
ic,12,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,9058,6221
ic,12,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,1053,10926
ic,12,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,3165,16342
ic,12,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,17589,88065
ic,12,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,4435,69477
ic,12,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,61626,52888
ic,13,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,10132,13981
ic,13,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,683,14648
ic,13,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,5167,13833
ic,13,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,23032,80878
ic,13,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,8006,69446
ic,13,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,85707,58659
ic,14,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,5972,8812
ic,14,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,327,1994
ic,14,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,3292,11516
ic,14,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,22843,91262
ic,14,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,11888,91251
ic,14,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,132851,80140
ic,15,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,16568,8541
ic,15,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,563,5333
ic,15,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,8599,37861
ic,15,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,37342,116151
ic,15,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,10097,122474
ic,15,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,134655,86239
ic,16,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,19830,10311
ic,16,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,599,2514
ic,16,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,11533,68154
ic,16,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,51507,135048
ic,16,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,11356,115790
ic,16,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,146421,74912
ic,17,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,42449,32579
ic,17,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,1165,4106
ic,17,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,21701,54261
ic,17,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,72081,138841
ic,17,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,94241,133072
ic,17,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,150218,126443
ic,18,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,25105,9996
ic,18,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,13595,3979
ic,18,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,91580,59790
ic,18,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,123967,129649
ic,18,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,118559,121585
ic,18,106,The language of Sudunpel is Hanfivu. The continent of Rudpel,150284,100669
ic,19,101,The language of Sudunpel is Hanfivu. The continent of Rudpel,29773,6729
ic,19,102,The language of Sudunpel is Hanfivu. The continent of Rudpel,2054,421
ic,19,103,The language of Sudunpel is Hanfivu. The continent of Rudpel,41514,17611
ic,19,104,The language of Sudunpel is Hanfivu. The continent of Rudpel,136145,130744
ic,19,105,The language of Sudunpel is Hanfivu. The continent of Rudpel,106476,92343
