block,layer,position,prompt,rank_intermediate,rank_answer
A,12,12,What is the capital of the ally of the ally of Tislozan?,93905,107748
A,12,13,What is the capital of the ally of the ally of Tislozan?,144298,138857
A,12,14,What is the capital of the ally of the ally of Tislozan?,124527,124911
A,12,15,What is the capital of the ally of the ally of Tislozan?,150251,151463
A,13,10,What is the capital of the ally of the ally of Tislozan?,1,11
A,13,11,What is the capital of the ally of the ally of Tislozan?,77848,36310
A,13,12,What is the capital of the ally of the ally of Tislozan?,114570,122170
A,13,13,What is the capital of the ally of the ally of Tislozan?,145292,138406
A,13,14,What is the capital of the ally of the ally of Tislozan?,115999,109854
A,13,15,What is the capital of the ally of the ally of Tislozan?,150552,151532
A,14,10,What is the capital of the ally of the ally of Tislozan?,4,13
A,14,11,What is the capital of the ally of the ally of Tislozan?,111348,63714
A,14,12,What is the capital of the ally of the ally of Tislozan?,131980,136796
A,14,13,What is the capital of the ally of the ally of Tislozan?,148358,142135
A,14,14,What is the capital of the ally of the ally of Tislozan?,136575,128888
A,14,15,What is the capital of the ally of the ally of Tislozan?,150393,151472
A,15,10,What is the capital of the ally of the ally of Tislozan?,4,16
A,15,11,What is the capital of the ally of the ally of Tislozan?,134271,117369
A,15,12,What is the capital of the ally of the ally of Tislozan?,134729,142670
A,15,13,What is the capital of the ally of the ally of Tislozan?,147971,145087
A,15,14,What is the capital of the ally of the ally of Tislozan?,140142,140037
A,15,15,What is the capital of the ally of the ally of Tislozan?,147896,151133
A,16,10,What is the capital of the ally of the ally of Tislozan?,4,37
A,16,11,What is the capital of the ally of the ally of Tislozan?,146182,143197
A,16,12,What is the capital of the ally of the ally of Tislozan?,145492,150607
A,16,13,What is the capital of the ally of the ally of Tislozan?,151288,151441
A,16,14,What is the capital of the ally of the ally of Tislozan?,149597,150351
A,16,15,What is the capital of the ally of the ally of Tislozan?,147143,150693
A,17,10,What is the capital of the ally of the ally of Tislozan?,1,10
A,17,11,What is the capital of the ally of the ally of Tislozan?,137034,115237
A,17,12,What is the capital of the ally of the ally of Tislozan?,137359,149012
A,17,13,What is the capital of the ally of the ally of Tislozan?,151169,151570
A,17,14,What is the capital of the ally of the ally of Tislozan?,148415,150736
A,17,15,What is the capital of the ally of the ally of Tislozan?,149534,150870
A,18,10,What is the capital of the ally of the ally of Tislozan?,1,8
A,18,11,What is the capital of the ally of the ally of Tislozan?,140647,110025
A,18,12,What is the capital of the ally of the ally of Tislozan?,125072,146903
A,18,13,What is the capital of the ally of the ally of Tislozan?,149553,151055
A,18,14,What is the capital of the ally of the ally of Tislozan?,148318,150503
A,18,15,What is the capital of the ally of the ally of Tislozan?,147713,151023
A,19,10,What is the capital of the ally of the ally of Tislozan?,0,5
A,19,11,What is the capital of the ally of the ally of Tislozan?,31394,19010
A,19,12,What is the capital of the ally of the ally of Tislozan?,78804,151249
A,19,13,What is the capital of the ally of the ally of Tislozan?,149580,151671
A,19,14,What is the capital of the ally of the ally of Tislozan?,144658,150017
A,19,15,What is the capital of the ally of the ally of Tislozan?,130985,143035
A,20,10,What is the capital of the ally of the ally of Tislozan?,0,2
A,20,11,What is the capital of the ally of the ally of Tislozan?,45841,20840
A,20,12,What is the capital of the ally of the ally of Tislozan?,92495,117922
A,20,13,What is the capital of the ally of the ally of Tislozan?,147723,150918
A,20,14,What is the capital of the ally of the ally of Tislozan?,130881,135418
A,20,15,What is the capital of the ally of the ally of Tislozan?,129575,141613
A,21,10,What is the capital of the ally of the ally of Tislozan?,0,9
A,21,11,What is the capital of the ally of the ally of Tislozan?,13805,37497
A,21,12,What is the capital of the ally of the ally of Tislozan?,31373,45916
A,21,13,What is the capital of the ally of the ally of Tislozan?,136100,127530
A,21,14,What is the capital of the ally of the ally of Tislozan?,34364,53791
A,21,15,What is the capital of the ally of the ally of Tislozan?,129313,139040
A,22,10,What is the capital of the ally of the ally of Tislozan?,0,6
A,22,11,What is the capital of the ally of the ally of Tislozan?,13915,21624
A,22,12,What is the capital of the ally of the ally of Tislozan?,24263,14741
A,22,13,What is the capital of the ally of the ally of Tislozan?,121500,89714
A,22,14,What is the capital of the ally of the ally of Tislozan?,29809,55829
A,22,15,What is the capital of the ally of the ally of Tislozan?,133938,146825
A,23,10,What is the capital of the ally of the ally of Tislozan?,1,10
A,23,11,What is the capital of the ally of the ally of Tislozan?,8509,14224
A,23,12,What is the capital of the ally of the ally of Tislozan?,13217,13291
A,23,13,What is the capital of the ally of the ally of Tislozan?,87346,61403
A,23,14,What is the capital of the ally of the ally of Tislozan?,9795,34320
A,23,15,What is the capital of the ally of the ally of Tislozan?,119804,128612
A,24,10,What is the capital of the ally of the ally of Tislozan?,1,9
A,24,11,What is the capital of the ally of the ally of Tislozan?,9084,14526
A,24,12,What is the capital of the ally of the ally of Tislozan?,13738,7838
A,24,13,What is the capital of the ally of the ally of Tislozan?,78632,47217
A,24,14,What is the capital of the ally of the ally of Tislozan?,9945,16449
A,24,15,What is the capital of the ally of the ally of Tislozan?,104899,102597
A,25,10,What is the capital of the ally of the ally of Tislozan?,1,3
A,25,11,What is the capital of the ally of the ally of Tislozan?,5580,3569
A,25,12,What is the capital of the ally of the ally of Tislozan?,5399,2942
A,25,13,What is the capital of the ally of the ally of Tislozan?,35310,14464
A,25,14,What is the capital of the ally of the ally of Tislozan?,2872,4959
A,25,15,What is the capital of the ally of the ally of Tislozan?,90156,65349
A,26,10,What is the capital of the ally of the ally of Tislozan?,1,3
A,26,11,What is the capital of the ally of the ally of Tislozan?,3429,554
A,26,12,What is the capital of the ally of the ally of Tislozan?,3163,944
A,26,13,What is the capital of the ally of the ally of Tislozan?,15366,5484
A,26,14,What is the capital of the ally of the ally of Tislozan?,1150,1278
A,26,15,What is the capital of the ally of the ally of Tislozan?,88914,35547
B,0,8,What is the language of the rival of the rival of Veke?,422,2378
B,0,9,What is the language of the rival of the rival of Veke?,79781,73241
B,0,10,What is the language of the rival of the rival of Veke?,23,54
B,0,11,What is the language of the rival of the rival of Veke?,75866,105920
B,0,12,What is the language of the rival of the rival of Veke?,70096,128332
B,0,13,What is the language of the rival of the rival of Veke?,112177,100343
B,1,8,What is the language of the rival of the rival of Veke?,22,142
B,1,9,What is the language of the rival of the rival of Veke?,16073,10872
B,1,10,What is the language of the rival of the rival of Veke?,14,18
B,1,11,What is the language of the rival of the rival of Veke?,8287,27160
B,1,12,What is the language of the rival of the rival of Veke?,30772,59790
B,1,13,What is the language of the rival of the rival of Veke?,36348,31850
B,2,8,What is the language of the rival of the rival of Veke?,42,168
B,2,9,What is the language of the rival of the rival of Veke?,29281,15411
B,2,10,What is the language of the rival of the rival of Veke?,14,13
B,2,11,What is the language of the rival of the rival of Veke?,51658,91979
B,2,12,What is the language of the rival of the rival of Veke?,104471,120038
B,2,13,What is the language of the rival of the rival of Veke?,127013,119295
B,3,8,What is the language of the rival of the rival of Veke?,10,16
B,3,9,What is the language of the rival of the rival of Veke?,333,82
B,3,10,What is the language of the rival of the rival of Veke?,9,7
B,3,11,What is the language of the rival of the rival of Veke?,2700,5914
B,3,12,What is the language of the rival of the rival of Veke?,1401,704
B,3,13,What is the language of the rival of the rival of Veke?,83039,63378
B,4,8,What is the language of the rival of the rival of Veke?,17,32
B,4,9,What is the language of the rival of the rival of Veke?,582,275
B,4,10,What is the language of the rival of the rival of Veke?,7,8
B,4,11,What is the language of the rival of the rival of Veke?,6863,19887
B,4,12,What is the language of the rival of the rival of Veke?,20617,21164
B,4,13,What is the language of the rival of the rival of Veke?,108973,107091
B,5,8,What is the language of the rival of the rival of Veke?,10,15
B,5,9,What is the language of the rival of the rival of Veke?,2259,1768
B,5,10,What is the language of the rival of the rival of Veke?,9,11
B,5,11,What is the language of the rival of the rival of Veke?,20747,59065
B,5,12,What is the language of the rival of the rival of Veke?,40727,48725
B,5,13,What is the language of the rival of the rival of Veke?,113058,105840
B,6,8,What is the language of the rival of the rival of Veke?,13,15
B,6,9,What is the language of the rival of the rival of Veke?,546,457
B,6,10,What is the language of the rival of the rival of Veke?,8,9
B,6,11,What is the language of the rival of the rival of Veke?,30140,84645
B,6,12,What is the language of the rival of the rival of Veke?,63105,92054
B,6,13,What is the language of the rival of the rival of Veke?,107888,103560
B,7,8,What is the language of the rival of the rival of Veke?,15,35
B,7,9,What is the language of the rival of the rival of Veke?,1605,2104
B,7,10,What is the language of the rival of the rival of Veke?,9,19
B,7,11,What is the language of the rival of the rival of Veke?,22098,72214
B,7,12,What is the language of the rival of the rival of Veke?,16190,34239
B,7,13,What is the language of the rival of the rival of Veke?,139849,146627
B,8,8,What is the language of the rival of the rival of Veke?,10,18
B,8,9,What is the language of the rival of the rival of Veke?,1079,1151
B,8,10,What is the language of the rival of the rival of Veke?,11,18
B,8,11,What is the language of the rival of the rival of Veke?,17934,57890
B,8,12,What is the language of the rival of the rival of Veke?,11320,27109
B,8,13,What is the language of the rival of the rival of Veke?,145903,149526
B,9,8,What is the language of the rival of the rival of Veke?,23,65
B,9,9,What is the language of the rival of the rival of Veke?,1001,1466
B,9,10,What is the language of the rival of the rival of Veke?,10,23
B,9,11,What is the language of the rival of the rival of Veke?,30319,97060
B,9,12,What is the language of the rival of the rival of Veke?,45609,95392
B,9,13,What is the language of the rival of the rival of Veke?,150923,151617
B,10,8,What is the language of the rival of the rival of Veke?,89,197
B,10,9,What is the language of the rival of the rival of Veke?,2123,3935
B,10,10,What is the language of the rival of the rival of Veke?,23,105
B,10,11,What is the language of the rival of the rival of Veke?,50796,107438
B,10,12,What is the language of the rival of the rival of Veke?,97134,129592
B,10,13,What is the language of the rival of the rival of Veke?,151490,151847
B,11,8,What is the language of the rival of the rival of Veke?,103,248
B,11,9,What is the language of the rival of the rival of Veke?,1861,3161
B,11,10,What is the language of the rival of the rival of Veke?,21,115
B,11,11,What is the language of the rival of the rival of Veke?,39765,93323
B,11,12,What is the language of the rival of the rival of Veke?,108504,133700
B,11,13,What is the language of the rival of the rival of Veke?,151548,151874
B,12,8,What is the language of the rival of the rival of Veke?,22,65
B,12,9,What is the language of the rival of the rival of Veke?,855,1888
B,12,10,What is the language of the rival of the rival of Veke?,15,35
B,12,11,What is the language of the rival of the rival of Veke?,31015,83077
B,12,12,What is the language of the rival of the rival of Veke?,113497,141018
B,12,13,What is the language of the rival of the rival of Veke?,150826,151798
B,13,8,What is the language of the rival of the rival of Veke?,17,21
B,13,9,What is the language of the rival of the rival of Veke?,304,412
B,13,10,What is the language of the rival of the rival of Veke?,11,22
B,13,11,What is the language of the rival of the rival of Veke?,44860,93248
B,13,12,What is the language of the rival of the rival of Veke?,121424,140644
B,13,13,What is the language of the rival of the rival of Veke?,150961,151823
B,14,8,What is the language of the rival of the rival of Veke?,14,36
B,14,9,What is the language of the rival of the rival of Veke?,284,765
B,14,10,What is the language of the rival of the rival of Veke?,23,88
B,14,11,What is the language of the rival of the rival of Veke?,85741,135613
B,14,12,What is the language of the rival of the rival of Veke?,136264,148656
B,14,13,What is the language of the rival of the rival of Veke?,151011,151857
B,15,8,What is the language of the rival of the rival of Veke?,93,508
B,15,9,What is the language of the rival of the rival of Veke?,270,1754
B,15,10,What is the language of the rival of the rival of Veke?,34,169
B,15,11,What is the language of the rival of the rival of Veke?,102736,146053
B,15,12,What is the language of the rival of the rival of Veke?,128915,149181
B,15,13,What is the language of the rival of the rival of Veke?,149539,151652
B,16,8,What is the language of the rival of the rival of Veke?,220,729
B,16,9,What is the language of the rival of the rival of Veke?,4140,23426
B,16,10,What is the language of the rival of the rival of Veke?,44,640
B,16,11,What is the language of the rival of the rival of Veke?,125577,150421
B,16,12,What is the language of the rival of the rival of Veke?,149593,151549
B,16,13,What is the language of the rival of the rival of Veke?,150518,151746
B,17,8,What is the language of the rival of the rival of Veke?,148,110
B,17,9,What is the language of the rival of the rival of Veke?,7507,32956
B,17,10,What is the language of the rival of the rival of Veke?,34,406
B,17,11,What is the language of the rival of the rival of Veke?,119720,149725
B,17,12,What is the language of the rival of the rival of Veke?,149273,151604
B,17,13,What is the language of the rival of the rival of Veke?,150740,151644
B,18,8,What is the language of the rival of the rival of Veke?,73,30
B,18,9,What is the language of the rival of the rival of Veke?,20336,67133
B,18,10,What is the language of the rival of the rival of Veke?,17,97
B,18,11,What is the language of the rival of the rival of Veke?,144841,150951
B,18,12,What is the language of the rival of the rival of Veke?,150782,151581
B,18,13,What is the language of the rival of the rival of Veke?,151130,151450
B,19,8,What is the language of the rival of the rival of Veke?,377,70
B,19,9,What is the language of the rival of the rival of Veke?,56479,102434
B,19,10,What is the language of the rival of the rival of Veke?,13,20
B,19,11,What is the language of the rival of the rival of Veke?,107458,138733
B,19,12,What is the language of the rival of the rival of Veke?,148677,151366
B,19,13,What is the language of the rival of the rival of Veke?,148532,144742
B,20,8,What is the language of the rival of the rival of Veke?,323,93
B,20,9,What is the language of the rival of the rival of Veke?,51819,113981
B,20,10,What is the language of the rival of the rival of Veke?,13,22
B,20,11,What is the language of the rival of the rival of Veke?,42191,97507
B,20,12,What is the language of the rival of the rival of Veke?,122555,148970
B,20,13,What is the language of the rival of the rival of Veke?,146973,142635
B,21,8,What is the language of the rival of the rival of Veke?,330,170
B,21,9,What is the language of the rival of the rival of Veke?,22932,72611
B,21,10,What is the language of the rival of the rival of Veke?,13,15
B,21,11,What is the language of the rival of the rival of Veke?,15320,25914
B,21,12,What is the language of the rival of the rival of Veke?,77706,110765
B,21,13,What is the language of the rival of the rival of Veke?,144435,133994
B,22,8,What is the language of the rival of the rival of Veke?,529,200
B,22,9,What is the language of the rival of the rival of Veke?,15920,53103
B,22,10,What is the language of the rival of the rival of Veke?,9,11
B,22,11,What is the language of the rival of the rival of Veke?,13461,17026
B,22,12,What is the language of the rival of the rival of Veke?,39135,84286
B,22,13,What is the language of the rival of the rival of Veke?,151914,128880
B,23,8,What is the language of the rival of the rival of Veke?,316,93
B,23,9,What is the language of the rival of the rival of Veke?,7399,46850
B,23,10,What is the language of the rival of the rival of Veke?,10,11
B,23,11,What is the language of the rival of the rival of Veke?,11231,15242
B,23,12,What is the language of the rival of the rival of Veke?,38893,46687
B,23,13,What is the language of the rival of the rival of Veke?,151617,104470
B,24,8,What is the language of the rival of the rival of Veke?,300,182
B,24,9,What is the language of the rival of the rival of Veke?,5641,44025
B,24,10,What is the language of the rival of the rival of Veke?,15,10
B,24,11,What is the language of the rival of the rival of Veke?,11809,14195
B,24,12,What is the language of the rival of the rival of Veke?,36037,48995
B,24,13,What is the language of the rival of the rival of Veke?,149671,82350
B,25,8,What is the language of the rival of the rival of Veke?,179,95
B,25,9,What is the language of the rival of the rival of Veke?,1404,13626
B,25,10,What is the language of the rival of the rival of Veke?,12,9
B,25,11,What is the language of the rival of the rival of Veke?,3961,5447
B,25,12,What is the language of the rival of the rival of Veke?,10154,8090
B,25,13,What is the language of the rival of the rival of Veke?,146620,67828
B,26,8,What is the language of the rival of the rival of Veke?,108,57
B,26,9,What is the language of the rival of the rival of Veke?,538,3978
B,26,10,What is the language of the rival of the rival of Veke?,14,9
B,26,11,What is the language of the rival of the rival of Veke?,1896,1575
B,26,12,What is the language of the rival of the rival of Veke?,1017,1284
B,26,13,What is the language of the rival of the rival of Veke?,130921,47297
A,0,9,What is the capital of the ally of the rival of Shipramek?,66316,7259
A,0,10,What is the capital of the ally of the rival of Shipramek?,17,329
A,0,11,What is the capital of the ally of the rival of Shipramek?,10039,96423
A,0,12,What is the capital of the ally of the rival of Shipramek?,119162,92156
A,0,13,What is the capital of the ally of the rival of Shipramek?,111472,132280
A,0,14,What is the capital of the ally of the rival of Shipramek?,104873,48759
A,1,9,What is the capital of the ally of the rival of Shipramek?,12390,3579
A,1,10,What is the capital of the ally of the rival of Shipramek?,9,127
A,1,11,What is the capital of the ally of the rival of Shipramek?,5027,79923
A,1,12,What is the capital of the ally of the rival of Shipramek?,79964,71213
A,1,13,What is the capital of the ally of the rival of Shipramek?,50164,101515
A,1,14,What is the capital of the ally of the rival of Shipramek?,40754,12981
A,2,9,What is the capital of the ally of the rival of Shipramek?,81680,24500
A,2,10,What is the capital of the ally of the rival of Shipramek?,5,216
A,2,11,What is the capital of the ally of the rival of Shipramek?,13252,119888
A,2,12,What is the capital of the ally of the rival of Shipramek?,125522,117798
A,2,13,What is the capital of the ally of the rival of Shipramek?,17059,108661
A,2,14,What is the capital of the ally of the rival of Shipramek?,116974,66651
A,3,9,What is the capital of the ally of the rival of Shipramek?,530,750
A,3,10,What is the capital of the ally of the rival of Shipramek?,3,143
A,3,11,What is the capital of the ally of the rival of Shipramek?,3399,94942
A,3,12,What is the capital of the ally of the rival of Shipramek?,72241,98761
A,3,13,What is the capital of the ally of the rival of Shipramek?,1070,23109
A,3,14,What is the capital of the ally of the rival of Shipramek?,80241,61120
A,4,9,What is the capital of the ally of the rival of Shipramek?,1323,2161
A,4,10,What is the capital of the ally of the rival of Shipramek?,5,276
A,4,11,What is the capital of the ally of the rival of Shipramek?,7325,118323
A,4,12,What is the capital of the ally of the rival of Shipramek?,125247,116147
A,4,13,What is the capital of the ally of the rival of Shipramek?,28049,102064
A,4,14,What is the capital of the ally of the rival of Shipramek?,117151,76750
A,5,9,What is the capital of the ally of the rival of Shipramek?,2786,5582
A,5,10,What is the capital of the ally of the rival of Shipramek?,6,272
A,5,11,What is the capital of the ally of the rival of Shipramek?,11820,139448
A,5,12,What is the capital of the ally of the rival of Shipramek?,144762,140368
A,5,13,What is the capital of the ally of the rival of Shipramek?,76052,140129
A,5,14,What is the capital of the ally of the rival of Shipramek?,114209,73978
A,6,9,What is the capital of the ally of the rival of Shipramek?,1206,1902
A,6,10,What is the capital of the ally of the rival of Shipramek?,3,184
A,6,11,What is the capital of the ally of the rival of Shipramek?,12515,144494
A,6,12,What is the capital of the ally of the rival of Shipramek?,145300,144787
A,6,13,What is the capital of the ally of the rival of Shipramek?,78271,139962
A,6,14,What is the capital of the ally of the rival of Shipramek?,95466,65473
A,7,9,What is the capital of the ally of the rival of Shipramek?,428,1026
A,7,10,What is the capital of the ally of the rival of Shipramek?,3,163
A,7,11,What is the capital of the ally of the rival of Shipramek?,8133,115058
A,7,12,What is the capital of the ally of the rival of Shipramek?,130253,124459
A,7,13,What is the capital of the ally of the rival of Shipramek?,57868,109203
A,7,14,What is the capital of the ally of the rival of Shipramek?,140435,113008
A,8,9,What is the capital of the ally of the rival of Shipramek?,366,1108
A,8,10,What is the capital of the ally of the rival of Shipramek?,3,152
A,8,11,What is the capital of the ally of the rival of Shipramek?,8732,107539
A,8,12,What is the capital of the ally of the rival of Shipramek?,122971,125980
A,8,13,What is the capital of the ally of the rival of Shipramek?,64350,122133
A,8,14,What is the capital of the ally of the rival of Shipramek?,147674,123693
A,9,9,What is the capital of the ally of the rival of Shipramek?,476,1558
A,9,10,What is the capital of the ally of the rival of Shipramek?,3,109
A,9,11,What is the capital of the ally of the rival of Shipramek?,10488,98571
A,9,12,What is the capital of the ally of the rival of Shipramek?,128998,108767
A,9,13,What is the capital of the ally of the rival of Shipramek?,86795,87819
A,9,14,What is the capital of the ally of the rival of Shipramek?,151255,137072
A,10,9,What is the capital of the ally of the rival of Shipramek?,1515,1995
A,10,10,What is the capital of the ally of the rival of Shipramek?,5,123
A,10,11,What is the capital of the ally of the rival of Shipramek?,26843,110874
A,10,12,What is the capital of the ally of the rival of Shipramek?,143060,125854
A,10,13,What is the capital of the ally of the rival of Shipramek?,119030,104286
A,10,14,What is the capital of the ally of the rival of Shipramek?,151820,142417
A,11,9,What is the capital of the ally of the rival of Shipramek?,927,1216
A,11,10,What is the capital of the ally of the rival of Shipramek?,7,105
A,11,11,What is the capital of the ally of the rival of Shipramek?,23839,110734
A,11,12,What is the capital of the ally of the rival of Shipramek?,142295,127240
A,11,13,What is the capital of the ally of the rival of Shipramek?,109648,101223
A,11,14,What is the capital of the ally of the rival of Shipramek?,151820,136394
A,12,9,What is the capital of the ally of the rival of Shipramek?,443,812
A,12,10,What is the capital of the ally of the rival of Shipramek?,6,71
A,12,11,What is the capital of the ally of the rival of Shipramek?,30037,116850
A,12,12,What is the capital of the ally of the rival of Shipramek?,147740,134450
A,12,13,What is the capital of the ally of the rival of Shipramek?,133708,121758
A,12,14,What is the capital of the ally of the rival of Shipramek?,151616,124458
A,13,9,What is the capital of the ally of the rival of Shipramek?,375,987
A,13,10,What is the capital of the ally of the rival of Shipramek?,5,77
A,13,11,What is the capital of the ally of the rival of Shipramek?,35441,140103
A,13,12,What is the capital of the ally of the rival of Shipramek?,146840,141623
A,13,13,What is the capital of the ally of the rival of Shipramek?,128584,134509
A,13,14,What is the capital of the ally of the rival of Shipramek?,151675,132546
A,14,9,What is the capital of the ally of the rival of Shipramek?,321,880
A,14,10,What is the capital of the ally of the rival of Shipramek?,6,88
A,14,11,What is the capital of the ally of the rival of Shipramek?,60635,147919
A,14,12,What is the capital of the ally of the rival of Shipramek?,150042,147812
A,14,13,What is the capital of the ally of the rival of Shipramek?,146508,147978
A,14,14,What is the capital of the ally of the rival of Shipramek?,151658,127209
A,15,9,What is the capital of the ally of the rival of Shipramek?,257,449
A,15,10,What is the capital of the ally of the rival of Shipramek?,8,36
A,15,11,What is the capital of the ally of the rival of Shipramek?,97693,146128
A,15,12,What is the capital of the ally of the rival of Shipramek?,150537,146390
A,15,13,What is the capital of the ally of the rival of Shipramek?,148223,143752
A,15,14,What is the capital of the ally of the rival of Shipramek?,151203,103928
A,16,9,What is the capital of the ally of the rival of Shipramek?,2569,1802
A,16,10,What is the capital of the ally of the rival of Shipramek?,10,41
A,16,11,What is the capital of the ally of the rival of Shipramek?,140265,150761
A,16,12,What is the capital of the ally of the rival of Shipramek?,151736,149136
A,16,13,What is the capital of the ally of the rival of Shipramek?,151257,148227
A,16,14,What is the capital of the ally of the rival of Shipramek?,151180,111205
A,17,9,What is the capital of the ally of the rival of Shipramek?,6548,2653
A,17,10,What is the capital of the ally of the rival of Shipramek?,9,30
A,17,11,What is the capital of the ally of the rival of Shipramek?,126489,149265
A,17,12,What is the capital of the ally of the rival of Shipramek?,151733,149042
A,17,13,What is the capital of the ally of the rival of Shipramek?,151167,146960
A,17,14,What is the capital of the ally of the rival of Shipramek?,151127,109301
A,18,9,What is the capital of the ally of the rival of Shipramek?,10848,10997
A,18,10,What is the capital of the ally of the rival of Shipramek?,9,33
A,18,11,What is the capital of the ally of the rival of Shipramek?,79784,139978
A,18,12,What is the capital of the ally of the rival of Shipramek?,150062,141167
A,18,13,What is the capital of the ally of the rival of Shipramek?,148229,129879
A,18,14,What is the capital of the ally of the rival of Shipramek?,151413,107816
A,19,9,What is the capital of the ally of the rival of Shipramek?,22831,25969
A,19,10,What is the capital of the ally of the rival of Shipramek?,10,59
A,19,11,What is the capital of the ally of the rival of Shipramek?,41335,80573
A,19,12,What is the capital of the ally of the rival of Shipramek?,140407,138192
A,19,13,What is the capital of the ally of the rival of Shipramek?,140086,120449
A,19,14,What is the capital of the ally of the rival of Shipramek?,148759,89813
A,20,9,What is the capital of the ally of the rival of Shipramek?,25948,24742
A,20,10,What is the capital of the ally of the rival of Shipramek?,9,32
A,20,11,What is the capital of the ally of the rival of Shipramek?,29650,54366
A,20,12,What is the capital of the ally of the rival of Shipramek?,118834,96554
A,20,13,What is the capital of the ally of the rival of Shipramek?,125878,82470
A,20,14,What is the capital of the ally of the rival of Shipramek?,147303,98158
A,21,9,What is the capital of the ally of the rival of Shipramek?,14532,40785
A,21,10,What is the capital of the ally of the rival of Shipramek?,7,37
A,21,11,What is the capital of the ally of the rival of Shipramek?,12120,13612
A,21,12,What is the capital of the ally of the rival of Shipramek?,104669,50203
A,21,13,What is the capital of the ally of the rival of Shipramek?,48214,33486
A,21,14,What is the capital of the ally of the rival of Shipramek?,145235,100405
A,22,9,What is the capital of the ally of the rival of Shipramek?,6849,59795
A,22,10,What is the capital of the ally of the rival of Shipramek?,3,67
A,22,11,What is the capital of the ally of the rival of Shipramek?,17632,11578
A,22,12,What is the capital of the ally of the rival of Shipramek?,76550,58780
A,22,13,What is the capital of the ally of the rival of Shipramek?,18396,12160
A,22,14,What is the capital of the ally of the rival of Shipramek?,142585,115167
A,23,9,What is the capital of the ally of the rival of Shipramek?,6065,46124
A,23,10,What is the capital of the ally of the rival of Shipramek?,4,106
A,23,11,What is the capital of the ally of the rival of Shipramek?,11901,13956
A,23,12,What is the capital of the ally of the rival of Shipramek?,56740,78291
A,23,13,What is the capital of the ally of the rival of Shipramek?,24178,9707
A,23,14,What is the capital of the ally of the rival of Shipramek?,129482,101667
A,24,9,What is the capital of the ally of the rival of Shipramek?,6627,85654
A,24,10,What is the capital of the ally of the rival of Shipramek?,7,174
A,24,11,What is the capital of the ally of the rival of Shipramek?,7010,17594
A,24,12,What is the capital of the ally of the rival of Shipramek?,54560,108209
A,24,13,What is the capital of the ally of the rival of Shipramek?,23801,30746
A,24,14,What is the capital of the ally of the rival of Shipramek?,108753,109029
A,25,9,What is the capital of the ally of the rival of Shipramek?,2333,85682
A,25,10,What is the capital of the ally of the rival of Shipramek?,4,232
A,25,11,What is the capital of the ally of the rival of Shipramek?,1196,11161
A,25,12,What is the capital of the ally of the rival of Shipramek?,26606,82114
A,25,13,What is the capital of the ally of the rival of Shipramek?,6691,28860
A,25,14,What is the capital of the ally of the rival of Shipramek?,92984,103251
A,26,9,What is the capital of the ally of the rival of Shipramek?,848,61017
A,26,10,What is the capital of the ally of the rival of Shipramek?,5,182
A,26,11,What is the capital of the ally of the rival of Shipramek?,388,6458
A,26,12,What is the capital of the ally of the rival of Shipramek?,10651,62469
A,26,13,What is the capital of the ally of the rival of Shipramek?,2135,19527
A,26,14,What is the capital of the ally of the rival of Shipramek?,64609,71794
A,0,9,What is the capital of the rival of the rival of Dunkrorud?,53497,40165
A,0,10,What is the capital of the rival of the rival of Dunkrorud?,1,658
A,0,11,What is the capital of the rival of the rival of Dunkrorud?,148249,149937
A,0,12,What is the capital of the rival of the rival of Dunkrorud?,146997,115265
A,0,13,What is the capital of the rival of the rival of Dunkrorud?,123386,146107
A,0,14,What is the capital of the rival of the rival of Dunkrorud?,75875,41939
A,1,9,What is the capital of the rival of the rival of Dunkrorud?,9649,32014
A,1,10,What is the capital of the rival of the rival of Dunkrorud?,1,663
A,1,11,What is the capital of the rival of the rival of Dunkrorud?,133467,147690
A,1,12,What is the capital of the rival of the rival of Dunkrorud?,139318,130824
A,1,13,What is the capital of the rival of the rival of Dunkrorud?,121263,146680
A,1,14,What is the capital of the rival of the rival of Dunkrorud?,22797,7888
A,2,9,What is the capital of the rival of the rival of Dunkrorud?,8266,10444
A,2,10,What is the capital of the rival of the rival of Dunkrorud?,3,624
A,2,11,What is the capital of the rival of the rival of Dunkrorud?,145979,148023
A,2,12,What is the capital of the rival of the rival of Dunkrorud?,143989,131202
A,2,13,What is the capital of the rival of the rival of Dunkrorud?,119115,141626
A,2,14,What is the capital of the rival of the rival of Dunkrorud?,111000,70547
A,3,9,What is the capital of the rival of the rival of Dunkrorud?,74,805
A,3,10,What is the capital of the rival of the rival of Dunkrorud?,1,794
A,3,11,What is the capital of the rival of the rival of Dunkrorud?,100664,137206
A,3,12,What is the capital of the rival of the rival of Dunkrorud?,93802,117646
A,3,13,What is the capital of the rival of the rival of Dunkrorud?,15650,82341
A,3,14,What is the capital of the rival of the rival of Dunkrorud?,66682,67994
A,4,9,What is the capital of the rival of the rival of Dunkrorud?,234,1648
A,4,10,What is the capital of the rival of the rival of Dunkrorud?,3,751
A,4,11,What is the capital of the rival of the rival of Dunkrorud?,129179,145198
A,4,12,What is the capital of the rival of the rival of Dunkrorud?,140922,143475
A,4,13,What is the capital of the rival of the rival of Dunkrorud?,118009,147050
A,4,14,What is the capital of the rival of the rival of Dunkrorud?,92827,86768
A,5,9,What is the capital of the rival of the rival of Dunkrorud?,1103,5416
